Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel_Pace,ORtg,Rel_ORtg,DRtg,Rel_DRtg,Playoffs,Coaches,Top WS
1984,NBA,Indiana Pacers,22,60,0.268,6,,105.1,3,102.5,,108.4,0.5,,G. Irvine (22,C. Kellogg (6.1)
1983,NBA,Indiana Pacers,26,56,0.317,6,,102.1,0.7,101.8,,106.5,,,J. McKinney (26,C. Kellogg (7.0)
1982,NBA,Indiana Pacers,20,62,0.244,6,,103.9,0.8,103.8,,109.4,4.7,,J. McKinney (20,C. Kellogg (6.8)
1981,NBA,Indiana Pacers,35,47,0.427,4,,98.7,,102.7,,104.6,,,J. McKinney (35,D. Buse (7.1)
1980,NBA,Indiana Pacers*,44,38,0.537,3,1.72,100.9,,106.4,0.9,105,,Lost E. Conf. 1st Rnd.,J. McKinney (44,B. Knight (8.4)
1979,NBA,Indiana Pacers,37,45,0.451,4,,104.4,1.3,105.5,0.2,106.2,0.9,,S. Leonard (37,M. Johnson (7.3)
1978,NBA,Indiana Pacers,38,44,0.463,4,,105.3,,103,,104.5,0.7,,S. Leonard (38,J. Edwards (7.1)
1977,NBA,Indiana Pacers,31,51,0.378,6,,108.2,1.5,99.6,,101.9,1,,S. Leonard (31,D. Roundfield (6.9)
1976,NBA,Indiana Pacers,36,46,0.439,5,,107.1,0.6,99.3,,101,1.5,,S. Leonard (36,B. Knight (10.7)
1975,ABA,Indiana Pacers*,39,45,0.464,5,0.29,107.7,0.8,103.7,,103.9,,Lost 1st Rnd.,S. Leonard (39,D. Buse (10.6)
1974,ABA,Indiana Pacers*,45,39,0.536,3,1.14,105.1,2,106.7,2,105.7,1,Lost Finals,S. Leonard (45,G. McGinnis (11.6)
1973,ABA,Indiana Pacers*,46,38,0.548,2,0.68,103,0.4,101.7,,100.9,,Lost W. Div. Finals,S. Leonard (46,G. McGinnis (10.1)
1972,ABA,Indiana Pacers*,51,33,0.607,2,1.97,112.7,3.4,100.7,,98.8,,Won Finals,S. Leonard (51,G. McGinnis (11.4)
1971,ABA,Indiana Pacers*,47,37,0.56,2,2.72,110.7,,101.1,0.5,98.7,,Won Finals,S. Leonard (47,M. Daniels (10.3)
1970,ABA,Indiana Pacers*,58,26,0.69,1,5.63,108.1,,109.1,4.1,103.6,,Lost W. Div. Finals,S. Leonard (58,M. Daniels (11.4)
1969,ABA,Indiana Pacers*,59,25,0.702,1,2.67,106.7,,105.4,2.7,102.2,,Won Finals,S. Leonard (59,R. Brown (13.3)
1968,ABA,Indiana Pacers*,44,34,0.564,1,3.35,111.4,2,106.3,2.3,102.6,,Lost Finals,L. Staverman (2,R. Brown (10.0)
1967,ABA,Indiana Pacers*,38,40,0.487,3,0.5,107.2,0.2,101.5,0.2,101.3,0,Lost E. Div. Semis,L. Staverman (38,F. Lewis (7.5)
2017,NBA,Chicago Bulls,13,22,0.371,5,,97.5,0.4,102.2,,107.9,0.1,,F. Hoiberg (13,J. Grant (2.0)
2016,NBA,Chicago Bulls*,41,41,0.5,4,0.03,95.3,,107.4,,107,,Lost E. Conf. 1st Rnd.,F. Hoiberg (41,J. Butler (13.8)
2015,NBA,Chicago Bulls,42,40,0.512,4,,95.7,,105,,106.5,0.1,,F. Hoiberg (42,J. Butler (9.1)
2014,NBA,Chicago Bulls*,50,32,0.61,2,2.54,92.8,,107.5,1.9,104.3,,Lost E. Conf. Semis,T. Thibodeau (50,J. Butler (11.2)
2013,NBA,Chicago Bulls*,48,34,0.585,2,1.2,90.2,,102.5,,100.5,,Lost E. Conf. 1st Rnd.,T. Thibodeau (48,J. Noah (11.2)
2012,NBA,Chicago Bulls*,45,37,0.549,2,,89.3,,103.5,,103.2,,Lost E. Conf. Semis,T. Thibodeau (45,J. Noah (7.3)
2011,NBA,Chicago Bulls*,50,16,0.758,1,7.43,89.1,,107.4,2.8,98.3,,Lost E. Conf. 1st Rnd.,T. Thibodeau (50,J. Noah (9.0)
2010,NBA,Chicago Bulls*,62,20,0.756,1,6.53,90.4,,108.3,1,100.3,,Lost E. Conf. Finals,T. Thibodeau (62,D. Rose (13.1)
2009,NBA,Chicago Bulls*,41,41,0.5,3,,93.1,0.4,103.5,,105.3,,Lost E. Conf. 1st Rnd.,V. Del Negro (41,J. Noah (6.2)
2008,NBA,Chicago Bulls*,41,41,0.5,2,,93.1,1.4,108.4,0.1,108.7,0.4,Lost E. Conf. 1st Rnd.,V. Del Negro (41,B. Gordon (6.9)
2007,NBA,Chicago Bulls,33,49,0.402,4,,93,0.6,103.9,,107.2,,,S. Skiles (9,B. Gordon (5.1)
2006,NBA,Chicago Bulls*,49,33,0.598,3,4.52,93.6,1.7,104.9,,99.6,,Lost E. Conf. Semis,S. Skiles (49,L. Deng (11.3)
2005,NBA,Chicago Bulls*,41,41,0.5,4,0.51,92.9,2.4,104,,103.4,,Lost E. Conf. 1st Rnd.,S. Skiles (41,K. Hinrich (7.6)
2004,NBA,Chicago Bulls*,47,35,0.573,2,0.65,92.4,1.5,101.4,,100.3,,Lost E. Conf. 1st Rnd.,S. Skiles (47,T. Chandler (8.3)
2003,NBA,Chicago Bulls,23,59,0.28,8,,92.2,2.1,96.6,,103.4,0.5,,B. Cartwright (4,K. Hinrich (4.1)
2002,NBA,Chicago Bulls,30,52,0.366,6,,93.5,2.5,100.2,,105.6,2,,B. Cartwright (30,D. Marshall (6.0)
2001,NBA,Chicago Bulls,21,61,0.256,8,,90.5,,98.2,,107.6,3.1,,T. Floyd (4,B. Miller (4.4)
2000,NBA,Chicago Bulls,15,67,0.183,8,,89.3,,97.2,,107.3,4.3,,T. Floyd (15,E. Brand (6.1)
1999,NBA,Chicago Bulls,17,65,0.207,8,,89.4,,94.2,,104.6,0.5,,T. Floyd (17,E. Brand (7.5)
1998,NBA,Chicago Bulls,13,37,0.26,8,,88.1,,92.4,,103,0.8,,T. Floyd (13,D. Simpkins (2.9)
1997,NBA,Chicago Bulls*,62,20,0.756,1,7.24,89,,107.7,2.7,99.8,,Won Finals,P. Jackson (62,M. Jordan (15.8)
1996,NBA,Chicago Bulls*,69,13,0.841,1,10.7,90,,114.4,7.7,102.4,,Won Finals,P. Jackson (69,M. Jordan (18.3)
1995,NBA,Chicago Bulls*,72,10,0.878,1,11.8,91.1,,115.2,7.6,101.8,,Won Finals,P. Jackson (72,M. Jordan (20.4)
1994,NBA,Chicago Bulls*,47,35,0.573,3,4.32,92,,109.5,1.2,104.3,,Lost E. Conf. Semis,P. Jackson (47,S. Pippen (11.8)
1993,NBA,Chicago Bulls*,55,27,0.671,2,2.87,91.9,,106.1,,102.7,,Lost E. Conf. Semis,P. Jackson (55,S. Pippen (11.2)
1992,NBA,Chicago Bulls*,57,25,0.695,1,6.19,92.5,,112.9,4.9,106.1,,Won Finals,P. Jackson (57,M. Jordan (17.2)
1991,NBA,Chicago Bulls*,67,15,0.817,1,10.07,94.4,,115.5,7.3,104.5,,Won Finals,P. Jackson (67,M. Jordan (17.7)
1990,NBA,Chicago Bulls*,61,21,0.744,1,8.57,95.6,,114.6,6.7,105.2,,Won Finals,P. Jackson (61,M. Jordan (20.3)
1989,NBA,Chicago Bulls*,55,27,0.671,2,2.74,96.7,,112.3,4.2,109,0.9,Lost E. Conf. Finals,P. Jackson (55,M. Jordan (19.0)
1988,NBA,Chicago Bulls*,47,35,0.573,5,2.13,97,,109.1,1.3,107.7,,Lost E. Conf. Finals,D. Collins (47,M. Jordan (19.8)
1987,NBA,Chicago Bulls*,50,32,0.61,2,3.76,95.5,,109,1,105.5,,Lost E. Conf. Semis,D. Collins (50,M. Jordan (21.2)
1986,NBA,Chicago Bulls*,40,42,0.488,5,1.26,95.8,,108.6,0.3,107.6,,Lost E. Conf. 1st Rnd.,D. Collins (40,M. Jordan (16.9)
1985,NBA,Chicago Bulls*,30,52,0.366,4,,99.7,,108.6,1.4,112.4,5.2,Lost E. Conf. 1st Rnd.,S. Albeck (30,O. Woolridge (5.6)
1984,NBA,Chicago Bulls*,38,44,0.463,3,,99.4,,108.7,0.8,109.6,1.7,Lost E. Conf. 1st Rnd.,K. Loughery (38,M. Jordan (14.0)
1983,NBA,Chicago Bulls,27,55,0.329,5,,99.8,,102.4,,107.5,,,K. Loughery (27,D. Greenwood (5.7)
1982,NBA,Chicago Bulls,28,54,0.341,4,,106.1,3,103.4,,108,3.3,,P. Westhead (28,R. Theus (6.5)
1981,NBA,Chicago Bulls,34,48,0.415,5,,99,,106.6,,108.6,1.7,,J. Sloan (19,A. Gilmore (12.1)
1980,NBA,Chicago Bulls*,45,37,0.549,2,2.34,100.6,,107.8,2.3,105.8,0.3,Lost E. Conf. Semis,J. Sloan (45,A. Gilmore (12.3)
1979,NBA,Chicago Bulls,30,52,0.366,4,,101.8,,104.3,,107,1.7,,J. Sloan (30,R. Theus (6.9)
1978,NBA,Chicago Bulls,31,51,0.378,5,,102.9,,101.3,,105.1,1.3,,L. Costello (20,A. Gilmore (12.7)
1977,NBA,Chicago Bulls,40,42,0.488,3,,101.5,,102,1.1,102.9,2,,E. Badger (40,A. Gilmore (11.5)
1976,NBA,Chicago Bulls*,44,38,0.537,3,0.92,100,,98.3,,97.4,,Lost W. Conf. 1st Rnd.,E. Badger (44,A. Gilmore (12.2)
1975,NBA,Chicago Bulls,24,58,0.293,4,,100.3,,95.2,,98,,,D. Motta (24,M. Johnson (8.3)
1974,NBA,Chicago Bulls*,47,35,0.573,1,2.88,99.7,,97.4,,94.4,,Lost W. Conf. Finals,D. Motta (47,C. Walker (10.5)
1973,NBA,Chicago Bulls*,54,28,0.659,2,3.2,105,,96.7,,93.6,,Lost W. Conf. Finals,D. Motta (54,C. Walker (10.6)
1972,NBA,Chicago Bulls*,51,31,0.622,2,3.43,104.5,,98.9,2.1,95.6,,Lost W. Conf. Semis,D. Motta (51,C. Walker (10.9)
1971,NBA,Chicago Bulls*,57,25,0.695,2,7.91,108.6,,101.9,4,94.3,,Lost W. Conf. Semis,D. Motta (57,C. Walker (14.5)
1970,NBA,Chicago Bulls*,51,31,0.622,2,5.47,109.7,,100.5,3.3,95.7,,Lost W. Conf. Semis,D. Motta (51,C. Walker (10.9)
1969,NBA,Chicago Bulls*,39,43,0.476,3,,116.5,,97.6,,99.1,0.1,Lost W. Div. Semis,D. Motta (39,C. Walker (9.8)
1968,NBA,Chicago Bulls,33,49,0.402,5,,113.4,,92,,94,,,D. Motta (33,B. Boozer (11.6)
1967,NBA,Chicago Bulls*,29,53,0.354,4,,115.7,,94.1,,97.5,0.7,Lost W. Div. Semis,R. Kerr (29,B. Boozer (10.6)
1966,NBA,Chicago Bulls*,33,48,0.407,4,,122.2,0.6,92.3,,95.4,,Lost W. Div. Semis,R. Kerr (33,B. Boozer (9.4)
2017,NBA,Golden State Warriors,28,8,0.778,1,9.38,100.1,3,113.7,5.9,104,,,S. Kerr (28,K. Durant (4.5)
2016,NBA,Golden State Warriors*,67,15,0.817,1,11.35,99.8,3.4,115.6,6.8,104,,Won Finals,S. Kerr (67,S. Curry (12.6)
2015,NBA,Golden State Warriors*,73,9,0.89,1,10.38,99.3,3.5,114.5,8.1,103.8,,Lost Finals,S. Kerr (73,S. Curry (17.9)
2014,NBA,Golden State Warriors*,67,15,0.817,1,10.01,98.3,4.4,111.6,6,101.4,,Won Finals,S. Kerr (67,S. Curry (15.7)
2013,NBA,Golden State Warriors*,51,31,0.622,2,5.15,96.2,2.3,107.5,0.8,102.6,,Lost W. Conf. 1st Rnd.,M. Jackson (51,S. Curry (13.4)
2012,NBA,Golden State Warriors*,47,35,0.573,2,1.32,94.5,2.5,106.4,0.5,105.5,,Lost W. Conf. Semis,M. Jackson (47,S. Curry (11.2)
2011,NBA,Golden State Warriors,23,43,0.348,4,,92.3,1,105.4,0.8,109.1,4.5,,M. Jackson (23,D. Lee (5.0)
2010,NBA,Golden State Warriors,36,46,0.439,3,,94.8,2.7,108.2,0.9,110.7,3.4,,K. Smart (36,S. Curry (6.6)
2009,NBA,Golden State Warriors,26,56,0.317,4,,100.4,7.7,108.1,0.5,111.7,4.1,,D. Nelson (26,C. Maggette (6.3)
2008,NBA,Golden State Warriors,29,53,0.354,3,,98.2,6.5,109.5,1.2,113.3,5,,D. Nelson (29,A. Biedrins (5.4)
2007,NBA,Golden State Warriors,48,34,0.585,3,2.38,98.8,6.4,111.8,4.3,109.5,2,,D. Nelson (48,M. Ellis (9.0)
2006,NBA,Golden State Warriors*,42,40,0.512,3,0,99.2,7.3,107,0.5,107.4,0.9,Lost W. Conf. Semis,D. Nelson (42,A. Biedrins (6.7)
2005,NBA,Golden State Warriors,34,48,0.415,5,,93.3,2.8,104.8,,106.2,0,,M. Montgomery (34,J. Richardson (7.3)
2004,NBA,Golden State Warriors,34,48,0.415,5,,93.3,2.4,104.7,,106.9,0.8,,M. Montgomery (34,J. Richardson (5.7)
2003,NBA,Golden State Warriors,37,45,0.451,4,,89.8,,103,0.1,103.8,0.9,,E. Musselman (37,E. Dampier (8.9)
2002,NBA,Golden State Warriors,38,44,0.463,6,,94.2,3.2,108.3,4.7,109.5,5.9,,E. Musselman (38,A. Jamison (8.5)
2001,NBA,Golden State Warriors,21,61,0.256,7,,94.5,3.8,102.8,,108.5,4,,D. Cowens (8,A. Jamison (6.4)
2000,NBA,Golden State Warriors,17,65,0.207,7,,94.1,2.8,97.8,,107.4,4.4,,D. Cowens (17,A. Jamison (6.7)
1999,NBA,Golden State Warriors,19,63,0.232,6,,95.4,2.3,99.8,,108.4,4.3,,P. Carlesimo (6,D. Marshall (3.8)
1998,NBA,Golden State Warriors,21,29,0.42,6,,88.9,0,98.4,,101.1,,,P. Carlesimo (21,D. Marshall (3.0)
1997,NBA,Golden State Warriors,19,63,0.232,6,,91.4,1.1,95.8,,105.7,0.7,,P. Carlesimo (19,D. Marshall (4.2)
1996,NBA,Golden State Warriors,30,52,0.366,7,,91.9,1.8,107.2,0.5,112.2,5.5,,R. Adelman (30,L. Sprewell (8.1)
1995,NBA,Golden State Warriors,36,46,0.439,6,,93.4,1.6,108.4,0.8,109.9,2.3,,R. Adelman (36,B. Armstrong (7.0)
1994,NBA,Golden State Warriors,26,56,0.317,6,,97.9,5,106.7,,112.2,3.9,,D. Nelson (14,T. Hardaway (5.1)
1993,NBA,Golden State Warriors*,50,32,0.61,3,1.76,99.1,4,108.3,2,106.5,0.2,Lost W. Conf. 1st Rnd.,D. Nelson (50,L. Sprewell (8.0)
1992,NBA,Golden State Warriors,34,48,0.415,6,,99.5,2.7,109.2,1.2,110.2,2.2,,D. Nelson (34,T. Hardaway (7.5)
1991,NBA,Golden State Warriors*,55,27,0.671,2,3.77,103.4,6.8,113.6,5.4,109.9,1.7,Lost W. Conf. 1st Rnd.,D. Nelson (55,C. Mullin (10.8)
1990,NBA,Golden State Warriors*,44,38,0.537,4,1.72,103.6,5.8,111.9,4,110.3,2.4,Lost W. Conf. Semis,D. Nelson (44,C. Mullin (12.2)
1989,NBA,Golden State Warriors,37,45,0.451,5,,105.9,7.6,109.6,1.5,112.6,4.5,,D. Nelson (37,C. Mullin (10.2)
1988,NBA,Golden State Warriors*,43,39,0.524,4,,107.3,6.7,107.4,,107.7,,Lost W. Conf. Semis,D. Nelson (43,C. Mullin (10.6)
1987,NBA,Golden State Warriors,20,62,0.244,5,,101.6,2,104.7,,112.9,4.9,,G. Karl (16,R. Higgins (5.7)
1986,NBA,Golden State Warriors*,42,40,0.512,3,,101.7,0.9,108.9,0.6,111.2,2.9,Lost W. Conf. Semis,G. Karl (42,S. Floyd (10.0)
1985,NBA,Golden State Warriors,30,52,0.366,6,,104.2,2.1,108.3,1.1,111.6,4.4,,J. Bach (30,S. Floyd (7.5)
1984,NBA,Golden State Warriors,22,60,0.268,6,,103.2,1.1,106,,113,5.1,,J. Bach (22,P. Short (6.2)
1983,NBA,Golden State Warriors,37,45,0.451,5,,103.3,1.9,105.5,,108.8,1.2,,J. Bach (37,P. Short (6.0)
1982,NBA,Golden State Warriors,30,52,0.366,5,,104,0.9,103.9,,107.4,2.7,,A. Attles (30,J. Carroll (7.0)
1981,NBA,Golden State Warriors,45,37,0.549,4,0.8,101.4,0.5,108.8,1.9,107.7,0.8,,A. Attles (45,B. King (8.7)
1980,NBA,Golden State Warriors,39,43,0.476,4,,101,,108.5,3,109.7,4.2,,A. Attles (39,B. King (9.1)
1979,NBA,Golden State Warriors,24,58,0.293,6,,100.5,,102,,106.3,1,,A. Attles (18,S. Parker (6.8)
1978,NBA,Golden State Warriors,38,44,0.463,6,0.46,102.2,,102.4,,102,,,A. Attles (38,J. Lucas (7.9)
1977,NBA,Golden State Warriors,43,39,0.524,5,0.41,106,,99.6,,99.3,,,A. Attles (43,R. Barry (9.7)
1976,NBA,Golden State Warriors*,46,36,0.561,3,3.1,107.8,1.3,102.4,2.9,99.5,0,Lost W. Conf. Semis,A. Attles (46,R. Barry (8.4)
1975,NBA,Golden State Warriors*,59,23,0.72,1,6.23,108.3,2.8,100.6,2.3,94.5,,Lost W. Conf. Finals,A. Attles (59,R. Barry (9.6)
1974,NBA,Golden State Warriors*,48,34,0.585,1,2.86,107.6,3.1,100.4,2.7,97.3,,Won Finals,A. Attles (48,R. Barry (12.7)
1973,NBA,Golden State Warriors,44,38,0.537,2,2.42,108.9,1.1,100.8,3.1,98.4,0.7,,A. Attles (44,R. Barry (10.4)
1972,NBA,Golden State Warriors*,47,35,0.573,2,3.12,112.2,1.5,96.8,0,94,,Lost W. Conf. Finals,A. Attles (47,R. Barry (10.2)
1971,NBA,Golden State Warriors*,51,31,0.622,2,0.92,113,1,95.6,,94.9,,Lost W. Conf. Semis,A. Attles (51,J. Mullins (9.9)
1970,NBA,San Francisco Warriors*,41,41,0.5,2,,113.5,,94.2,,95.5,,Lost W. Conf. Semis,A. Attles (41,J. Lucas (10.5)
1969,NBA,San Francisco Warriors,30,52,0.366,6,,116.3,,94.8,,98.6,,,G. Lee (22,J. Lucas (7.6)
1968,NBA,San Francisco Warriors*,41,41,0.5,3,,117.1,0.2,92.2,,93.5,,Lost W. Div. Semis,G. Lee (41,J. Mullins (10.0)
1967,NBA,San Francisco Warriors*,43,39,0.524,3,,123.6,3.8,94.1,,94.6,,Lost W. Div. Finals,B. Sharman (43,R. LaRusso (8.6)
1966,NBA,San Francisco Warriors*,44,37,0.543,1,2.58,127.4,5.8,95.3,,93.1,,Lost Finals,B. Sharman (44,R. Barry (14.4)
1965,NBA,San Francisco Warriors,35,45,0.438,4,,124.6,3.2,92.6,,94.8,,,A. Hannum (35,R. Barry (10.4)
1964,NBA,San Francisco Warriors,17,63,0.213,5,,119.7,2.4,87.7,,92.8,,,A. Hannum (17,W. Chamberlain (7.5)
1963,NBA,San Francisco Warriors*,48,32,0.6,1,4.41,115.1,1.9,93,,88.6,,Lost Finals,A. Hannum (48,W. Chamberlain (25.0)
1962,NBA,San Francisco Warriors,31,49,0.388,4,,123.2,8.2,95.2,,96.8,0.9,,B. Feerick (31,W. Chamberlain (20.9)
1961,NBA,Philadelphia Warriors*,49,31,0.613,2,2.63,131.1,9.8,94.5,0.9,92.4,,Lost E. Div. Finals,F. McGuire (49,W. Chamberlain (23.1)
1960,NBA,Philadelphia Warriors*,46,33,0.582,2,0.89,132,8.5,91.2,,90.5,,Lost E. Div. Semis,N. Johnston (46,W. Chamberlain (18.8)
1959,NBA,Philadelphia Warriors*,49,26,0.653,2,2.77,133.3,11,88.7,,86.8,,Lost E. Div. Finals,N. Johnston (49,W. Chamberlain (17.0)
1958,NBA,Philadelphia Warriors,32,40,0.444,4,,118.4,6.4,86.7,,89.3,,,A. Cervi (32,P. Arizin (13.0)
1957,NBA,Philadelphia Warriors*,37,35,0.514,3,0.21,117.8,0.8,88.3,,88.4,,Lost E. Div. Finals,G. Senesky (37,N. Johnston (11.3)
1956,NBA,Philadelphia Warriors*,37,35,0.514,3,1.54,108,3.1,92.4,3.5,90.9,2,Lost E. Div. Semis,G. Senesky (37,N. Johnston (13.7)
1955,NBA,Philadelphia Warriors*,45,27,0.625,1,3.82,108.5,5.7,94.6,4.3,90.7,0.4,Won Finals,G. Senesky (45,N. Johnston (13.9)
1954,NBA,Philadelphia Warriors,33,39,0.458,4,,102.9,4.8,89.6,,89.9,0.1,,E. Gottlieb (33,N. Johnston (15.4)
1953,NBA,Philadelphia Warriors,29,43,0.403,4,,89.4,5.8,86.7,,89,1.5,,E. Gottlieb (29,N. Johnston (18.3)
1952,NBA,Philadelphia Warriors,12,57,0.174,5,,94.9,14.4,83.9,,91.4,3.7,,E. Gottlieb (12,N. Johnston (15.3)
1951,NBA,Philadelphia Warriors*,33,33,0.5,4,,95.5,9.7,89.5,2.6,90.8,3.9,Lost E. Div. Semis,E. Gottlieb (33,P. Arizin (16.0)
1950,NBA,Philadelphia Warriors*,40,26,0.606,1,3.4,99.3,13.8,84.8,,81,,Lost E. Div. Semis,E. Gottlieb (40,P. Arizin (13.7)
1949,NBA,Philadelphia Warriors*,26,42,0.382,4,,,,,,,,Lost E. Div. Semis,E. Gottlieb (26,L. Mogus (8.0)
1948,BAA,Philadelphia Warriors*,28,32,0.467,4,0.21,,,,,,,Lost E. Div. Semis,E. Gottlieb (28,E. Sadowski (10.7)
1947,BAA,Philadelphia Warriors*,27,21,0.563,1,0.69,,,,,,,Lost Finals,E. Gottlieb (27,H. Dallmar (7.0)
1946,BAA,Philadelphia Warriors*,35,25,0.583,2,3.16,,,,,,,Won Finals,E. Gottlieb (35,J. Fulks (16.3)
2017,NBA,Los Angeles Clippers,15,19,0.441,2,,96.8,,108.6,0.8,109.1,1.3,,D. Rivers (15,D. Jordan (4.2)
2016,NBA,Los Angeles Clippers*,51,31,0.622,2,4.42,96.1,,112.7,3.9,108.2,,Lost W. Conf. 1st Rnd.,D. Rivers (51,D. Jordan (11.8)
2015,NBA,Los Angeles Clippers*,53,29,0.646,2,4.13,95.8,0,108.3,1.9,103.8,,Lost W. Conf. 1st Rnd.,D. Rivers (53,C. Paul (12.7)
2014,NBA,Los Angeles Clippers*,56,26,0.683,2,6.8,94.7,0.8,112.4,6.8,105.5,,Lost W. Conf. Semis,D. Rivers (56,C. Paul (16.1)
2013,NBA,Los Angeles Clippers*,57,25,0.695,1,7.27,95.9,2,112.1,5.4,104.8,,Lost W. Conf. Semis,D. Rivers (57,B. Griffin (12.2)
2012,NBA,Los Angeles Clippers*,56,26,0.683,1,6.43,91.1,,110.6,4.7,103.6,,Lost W. Conf. 1st Rnd.,V. Del Negro (56,C. Paul (13.9)
2011,NBA,Los Angeles Clippers*,40,26,0.606,2,2.82,89.2,,108.5,3.9,105.7,1.1,Lost W. Conf. Semis,V. Del Negro (40,C. Paul (12.7)
2010,NBA,Los Angeles Clippers,32,50,0.39,4,,92.8,0.7,105.3,,108.7,1.4,,V. Del Negro (32,B. Griffin (9.8)
2009,NBA,Los Angeles Clippers,29,53,0.354,3,,92.6,,103.3,,110.1,2.5,,M. Dunleavy (21,M. Camby (4.6)
2008,NBA,Los Angeles Clippers,19,63,0.232,4,,92.1,0.4,102.3,,111.7,3.4,,M. Dunleavy (19,M. Camby (5.2)
2007,NBA,Los Angeles Clippers,23,59,0.28,5,,92.1,,101.2,,109.1,1.6,,M. Dunleavy (23,C. Maggette (6.9)
2006,NBA,Los Angeles Clippers,40,42,0.488,4,,90.8,,105.1,,105.6,,,M. Dunleavy (40,E. Brand (11.5)
2005,NBA,Los Angeles Clippers*,47,35,0.573,2,1.75,91.7,1.2,105.3,,103.6,,Lost W. Conf. Semis,M. Dunleavy (47,E. Brand (14.8)
2004,NBA,Los Angeles Clippers,37,45,0.451,3,,89.1,,105.5,,106.4,0.3,,M. Dunleavy (37,E. Brand (10.6)
2003,NBA,Los Angeles Clippers,28,54,0.341,7,,91,0.9,103.5,0.6,108.5,5.6,,M. Dunleavy (28,E. Brand (9.7)
2002,NBA,Los Angeles Clippers,27,55,0.329,7,,91.3,0.3,102.3,,106.8,3.2,,A. Gentry (19,E. Brand (7.6)
2001,NBA,Los Angeles Clippers,39,43,0.476,5,,90.1,,105.5,1,106,1.5,,A. Gentry (39,E. Brand (13.6)
2000,NBA,Los Angeles Clippers,31,51,0.378,6,,89.6,,101.3,,104.5,1.5,,A. Gentry (31,J. McInnis (6.9)
1999,NBA,Los Angeles Clippers,15,67,0.183,7,,93.9,0.8,97.8,,110.1,6,,C. Ford (11,D. Anderson (3.3)
1998,NBA,Los Angeles Clippers,9,41,0.18,7,,89.5,0.6,100,,109.7,7.5,,C. Ford (9,T. Nesby (3.1)
1997,NBA,Los Angeles Clippers,17,65,0.207,7,,92.4,2.1,103.3,,111.2,6.2,,B. Fitch (17,L. Murray (4.9)
1996,NBA,Los Angeles Clippers*,36,46,0.439,5,,91.3,1.2,105.1,,107.6,0.9,Lost W. Conf. 1st Rnd.,B. Fitch (36,L. Vaught (6.3)
1995,NBA,Los Angeles Clippers,29,53,0.354,7,,93.2,1.4,106.5,,110.3,2.7,,B. Fitch (29,L. Vaught (6.3)
1994,NBA,Los Angeles Clippers,17,65,0.207,7,,94.3,1.4,101.5,,111.1,2.8,,B. Fitch (17,L. Vaught (5.5)
1993,NBA,Los Angeles Clippers,27,55,0.329,7,,99.6,4.5,102.9,,108.6,2.3,,B. Weiss (27,L. Vaught (5.5)
1992,NBA,Los Angeles Clippers*,41,41,0.5,4,0.33,99.1,2.3,107.4,,107.1,,Lost W. Conf. 1st Rnd.,L. Brown (41,M. Jackson (7.9)
1991,NBA,Los Angeles Clippers*,45,37,0.549,5,1.1,96.5,,105.8,,104.7,,Lost W. Conf. 1st Rnd.,M. Schuler (21,D. Manning (9.8)
1990,NBA,Los Angeles Clippers,31,51,0.378,6,,99.9,2.1,103,,106.5,,,M. Schuler (31,C. Smith (7.4)
1989,NBA,Los Angeles Clippers,30,52,0.366,6,,99.2,0.9,104,,107.4,,,D. Casey (30,C. Smith (9.4)
1988,NBA,Los Angeles Clippers,21,61,0.256,7,,104.4,3.8,100.8,,110.2,2.4,,G. Shue (10,B. Benjamin (5.1)
1987,NBA,Los Angeles Clippers,17,65,0.207,6,,100.8,1.2,97.4,,107.6,,,G. Shue (17,M. Cage (6.7)
1986,NBA,Los Angeles Clippers,12,70,0.146,6,,102.7,1.9,101.2,,112.3,4,,D. Chaney (12,M. Cage (7.2)
1985,NBA,Los Angeles Clippers,32,50,0.39,4,,102.7,0.6,105.4,,112.1,4.9,,D. Chaney (32,M. Johnson (5.9)
1984,NBA,Los Angeles Clippers,31,51,0.378,5,,100.9,,105.8,,110.3,2.4,,J. Lynam (22,D. Smith (8.0)
1983,NBA,San Diego Clippers,30,52,0.366,6,,101.1,,109.2,1.6,112.4,4.8,,J. Lynam (30,T. Cummings (7.5)
1982,NBA,San Diego Clippers,25,57,0.305,6,,103,,104.7,0,109.3,4.6,,P. Silas (25,T. Cummings (8.7)
1981,NBA,San Diego Clippers,17,65,0.207,6,,101.4,0.5,106.6,,113.8,6.9,,P. Silas (17,J. Whitehead (5.3)
1980,NBA,San Diego Clippers,36,46,0.439,5,,100.2,,106,0.5,107.6,2.1,,P. Silas (36,S. Nater (8.6)
1979,NBA,San Diego Clippers,35,47,0.427,5,,101.4,,105.7,0.4,109.8,4.5,,G. Shue (35,W. Free (8.0)
1978,NBA,San Diego Clippers,43,39,0.524,5,,106.3,0.5,106.2,2.4,107.9,4.1,,G. Shue (43,W. Free (10.1)
1977,NBA,Buffalo Braves,27,55,0.329,4,,104.3,,100.3,,103.8,2.9,,C. Fitzsimmons (27,R. Smith (7.9)
1976,NBA,Buffalo Braves,30,52,0.366,4,,107.3,0.8,97.6,,101.8,2.3,,T. Locke (16,A. Dantley (9.8)
